raw_product,dc,on_hand_units,demand_forecast,safety_stock,sku,utilization,velocity,inv_cluster,region,in_transit_units,safety_stock_level,max_stock_level,days_of_supply,carrying_cost_per_unit,last_replenishment_date
Ja 1,Greater China DC - 03,11090.27990226772,12199.307892494495,1663.5419853401581,NK-BK-JA1-3321,63.41148617139445,2.522321057322356,3,Greater China,1475.924408320888,1663.5419853401581,27725.699755669302,37,2.2809483455159816,2026-03-12
React Phantom Run 3,APLA DC - 03,46984.61328440164,51683.07461284181,7047.691992660246,NK-RT-3-5008,88.1181865584264,2.38648535788764,3,APLA,17263.368176963508,7047.691992660246,117461.5332110041,19,2.805204998662173,2026-03-14
Vaporfly 3,Greater China DC - 02,41949.4489443998,46144.39383883979,6292.417341659971,NK-VF-3-5838,67.50634018487892,1.1929697101795183,3,Greater China,4285.0614246348505,6292.417341659971,104873.6223609995,42,3.970833998463149,2026-03-18
Yoga Luxe Leggings,Greater China DC - 03,19738.434863458628,21712.278349804492,2960.765229518794,NK-AP-YLL-4425,78.15827189007848,1.0343487600368049,3,Greater China,3566.8085899461767,2960.765229518794,49346.087158646566,26,3.006214979593861,2026-03-15
Element Crew Top,Greater China DC - 02,30227.75414878845,33250.529563667296,4534.163122318267,NK-AP-ECT-7276,84.94816101514331,3.321541065226547,1,Greater China,10776.198065790948,4534.163122318267,75569.38537197112,22,3.810996998473981,2026-03-11
ACG Mountain Fly,North America DC - 03,10601.485678543933,11661.634246398327,1590.22285178159,NK-AP-ACG-4227,64.47112673533879,2.1176112562792855,2,North America,2048.8090942303697,1590.22285178159,26503.714196359833,29,1.7411132733403099,2026-03-13
Air Max 90,North America DC - 03,38408.21043627172,42249.0314798989,5761.2315654407585,NK-AM-90-3991,89.83879540659686,4.554038307789891,2,North America,11285.331019910114,5761.2315654407585,96020.52609067931,32,2.3776062642508764,2026-03-14
Sportswear Icon Clash,EMEA DC - 01,46627.97955571235,51290.77751128359,6994.196933356852,NK-AP-IC-4646,79.15325731894822,4.817384738923081,3,EMEA,11031.141391739482,6994.196933356852,116569.94888928087,11,2.0144400164350804,2026-03-17
Dri-FIT Running Shirt W,APLA DC - 01,27320.78042907811,30052.858471985925,4098.117064361716,NK-RA-RW-4906,81.21189953880183,2.324835937656687,3,APLA,7073.797245926127,4098.117064361716,68301.95107269527,19,1.9366852285415055,2026-03-17
Storm-FIT Jacket,APLA DC - 02,10686.7713995334,11755.44853948674,1603.01570993001,NK-AP-SFJ-1465,64.3037245588253,2.536938597405315,3,APLA,2201.686564084507,1603.01570993001,26716.9284988335,44,3.8849513121777797,2026-03-18
ACG Mountain Fly,APLA DC - 03,38083.113988584315,41891.42538744275,5712.467098287647,NK-AP-ACG-9692,76.79314100247112,3.684900727761774,3,APLA,5148.250759011821,5712.467098287647,95207.78497146079,49,1.8380267352420168,2026-03-18
Element Crew Top,North America DC - 01,32256.884529849667,35482.57298283464,4838.53267947745,NK-AP-ECT-1150,63.068370677268156,2.646852618664664,3,North America,3673.051090429225,4838.53267947745,80642.21132462416,56,2.2109501729539893,2026-03-15
React Phantom Run 3,EMEA DC - 01,8312.758508962248,9144.034359858473,1246.913776344337,NK-RT-3-5474,62.64176571432584,2.138111792899143,3,EMEA,2361.2212665351603,1246.913776344337,20781.89627240562,57,4.321270587945284,2026-03-16
Storm-FIT Jacket,APLA DC - 02,20995.494247259052,23095.04367198496,3149.3241370888577,NK-AP-SFJ-4593,64.35011923736795,0.549220841944994,3,APLA,6225.897990975015,3149.3241370888577,52488.73561814763,26,4.057489854688719,2026-03-10
Air Max Plus,Greater China DC - 03,26847.689325789393,29532.458258368337,4027.1533988684087,NK-AM-PLS-1583,79.68112657801342,0.9835381529795527,2,Greater China,8079.307978866169,4027.1533988684087,67119.22331447348,54,3.600388363870801,2026-03-13
Blazer Mid '77,Greater China DC - 02,15470.036288754663,17017.039917630133,2320.5054433131995,NK-BZ-77-8940,78.70138307795999,1.7074282668657212,2,Greater China,4425.106443729905,2320.5054433131995,38675.090721886656,22,3.1259927458303265,2026-03-18
Storm-FIT Jacket,APLA DC - 02,39506.89653269204,43457.58618596124,5926.034479903806,NK-AP-SFJ-6270,77.31550405112816,4.8510214527026045,2,APLA,8277.274537270507,5926.034479903806,98767.2413317301,34,4.156671545270572,2026-03-15
Dri-FIT Running Shirt W,North America DC - 02,48522.9334641978,53375.22681061758,7278.440019629669,NK-RA-RW-1847,85.18490656159241,0.9041328724058224,2,North America,18118.03658163345,7278.440019629669,121307.33366049449,36,2.667523177959104,2026-03-13
Dri-FIT Running Shirt M,Greater China DC - 01,13237.162221602128,14560.878443762342,1985.574333240319,NK-RA-RM-6656,80.7895213083135,2.6402192018614064,1,Greater China,4332.5434912925,1985.574333240319,33092.90555400532,19,3.8194503774804147,2026-03-13
Jordan Stay Loyal 3,North America DC - 02,22529.486301290242,24782.43493141927,3379.422945193536,NK-JD-SL3-9203,86.51374659300066,1.1245611476169528,3,North America,5627.944522525202,3379.422945193536,56323.71575322561,52,1.985900673660779,2026-03-10
Yoga Luxe Leggings,North America DC - 01,12468.976532443563,13715.87418568792,1870.3464798665343,NK-AP-YLL-3704,88.82329827342326,2.355407892320576,3,North America,3358.292882500212,1870.3464798665343,31172.44133110891,24,2.687893929987289,2026-03-13
Tech Fleece Joggers M,Greater China DC - 01,31989.8300914789,35188.813100626794,4798.474513721835,NK-AP-TJ-7562,78.69781560109246,1.953188120857588,1,Greater China,9649.390216029531,4798.474513721835,79974.57522869724,30,3.882750712196207,2026-03-19
Pro Dri-FIT Tight,EMEA DC - 01,21194.287651091152,23313.71641620027,3179.1431476636726,NK-AP-PDF-6615,60.05506691219065,4.653866145282313,2,EMEA,5923.1472173162665,3179.1431476636726,52985.719127727876,44,2.9523748960222638,2026-03-15
Pro Dri-FIT Tight,EMEA DC - 02,49997.593913681034,54997.35330504914,7499.6390870521545,NK-AP-PDF-8244,70.67326011463153,2.6716353915810918,2,EMEA,14405.376584748868,7499.6390870521545,124993.98478420259,55,3.5396578618518983,2026-03-18
Pro Dri-FIT Tight,APLA DC - 03,38377.92343775396,42215.71578152936,5756.688515663094,NK-AP-PDF-3443,60.24138871295438,2.58728951266247,3,APLA,13450.764651620044,5756.688515663094,95944.8085943849,23,2.5059524929197945,2026-03-14
KD16,North America DC - 01,31947.39802582798,35142.137828410785,4792.109703874197,NK-BK-KD16-2681,87.32820217250674,2.846871813744954,3,North America,4874.934837782296,4792.109703874197,79868.49506456996,43,2.289947180377534,2026-03-18
ACG Mountain Fly,North America DC - 03,23953.1471557129,26348.46187128419,3592.972073356935,NK-AP-ACG-2724,65.91003248490922,1.544702987771101,2,North America,6686.931805599529,3592.972073356935,59882.86788928225,19,1.8732818600823469,2026-03-13
Yoga Luxe Leggings,APLA DC - 03,32020.74239650404,35222.81663615445,4803.111359475606,NK-AP-YLL-3833,69.28766555650846,2.550923869571305,2,APLA,12771.388222911264,4803.111359475606,80051.8559912601,57,2.1024558078883007,2026-03-17
Air Max 90,APLA DC - 01,20753.558858576554,22828.914744434212,3113.033828786483,NK-AM-90-2249,67.15008837531987,1.04931066918668,3,APLA,5913.749139478843,3113.033828786483,51883.897146441384,49,2.3390118735189467,2026-03-14
Dri-FIT Running Shirt W,North America DC - 02,5277.590181547405,5805.3491997021465,791.6385272321107,NK-RA-RW-7361,84.81617019999278,2.4901773974802417,2,North America,991.8378482782439,791.6385272321107,13193.975453868514,39,2.5240041331222334,2026-03-15
SB Dunk Low Pro,APLA DC - 03,23513.171681619606,25864.48884978157,3526.975752242941,NK-SB-DLP-6573,84.22301138697378,3.9608611560791824,1,APLA,7786.662776366434,3526.975752242941,58782.92920404901,49,2.8200961313899473,2026-03-19
Ja 1,APLA DC - 01,8336.795125777353,9170.474638355088,1250.519268866603,NK-BK-JA1-9905,62.955731493614316,4.473536360881402,2,APLA,2721.7520027571827,1250.519268866603,20841.987814443382,15,2.375102970558037,2026-03-14
Ja 1,EMEA DC - 01,25050.28060003867,27555.308660042538,3757.5420900058,NK-BK-JA1-4939,82.19810199962579,4.104755523715177,3,EMEA,6277.3928380892385,3757.5420900058,62625.70150009668,44,3.738234670330562,2026-03-16
Tech Fleece Joggers M,North America DC - 01,24921.121239611366,27413.233363572504,3738.168185941705,NK-AP-TJ-7823,74.6519464924167,2.3680385314305425,3,North America,9282.463212142655,3738.168185941705,62302.80309902842,31,1.9274032641166425,2026-03-12
Yoga Luxe Leggings,Greater China DC - 03,41591.810422326016,45750.991464558625,6238.771563348902,NK-AP-YLL-9917,72.37924472941523,2.4144890642291283,1,Greater China,7193.18422468346,6238.771563348902,103979.52605581505,24,3.3362266049793674,2026-03-13
Element Crew Top,APLA DC - 01,2851.233049330941,3136.3563542640354,427.6849573996411,NK-AP-ECT-6431,67.68228628986164,4.999482792991342,3,APLA,619.3103954921693,427.6849573996411,7128.082623327353,45,2.002270975833846,2026-03-12
LeBron XXI,APLA DC - 01,38377.56285903804,42215.319144941845,5756.634428855706,NK-BK-L21-1459,87.48278991563427,0.8957948452385563,2,APLA,10976.629453456773,5756.634428855706,95943.90714759509,23,2.2457910192144075,2026-03-18
Vaporfly 3,North America DC - 03,16556.199063455184,18211.818969800705,2483.4298595182777,NK-VF-3-8199,86.5116133186198,1.7236456404147964,1,North America,1945.3558419016258,2483.4298595182777,41390.49765863796,13,1.7795662407976418,2026-03-13
Ja 1,North America DC - 02,43784.20118766568,48162.62130643226,6567.630178149852,NK-BK-JA1-3909,83.52345914865866,2.8248562917682882,2,North America,10400.455238094544,6567.630178149852,109460.50296916421,50,4.283977898280559,2026-03-12
Vaporfly 3,Greater China DC - 01,13821.658161988054,15203.823978186861,2073.248724298208,NK-VF-3-3448,85.10215638137356,1.283392105473686,3,Greater China,2270.3879565721186,2073.248724298208,34554.145404970135,57,3.7273859031147807,2026-03-14
Invincible 3,Greater China DC - 01,12538.527063991232,13792.379770390356,1880.7790595986849,NK-IV-3-6777,75.19691323576279,0.7922013467885085,1,Greater China,1427.7422533741244,1880.7790595986849,31346.31765997808,23,3.711547596864975,2026-03-13
Element Crew Top,North America DC - 03,38992.00262368977,42891.202886058745,5848.800393553465,NK-AP-ECT-6667,79.26565401897957,3.0012794583582556,3,North America,6544.674568732845,5848.800393553465,97480.00655922442,47,4.445054253862889,2026-03-11
Yoga Luxe Leggings,North America DC - 03,18083.526295698754,19891.87892526863,2712.528944354813,NK-AP-YLL-4245,85.88562736891467,3.0423274411191863,1,North America,1942.6125024047824,2712.528944354813,45208.815739246886,57,1.5462582227691826,2026-03-16
Pro Dri-FIT Tight,Greater China DC - 02,9898.491493944755,10888.340643339232,1484.7737240917133,NK-AP-PDF-2863,76.87796459175128,4.401644449875601,3,Greater China,3320.644084558215,1484.7737240917133,24746.22873486189,52,2.3977132072794243,2026-03-15
Pro Dri-FIT Tight,EMEA DC - 02,30080.491964259396,33088.54116068534,4512.073794638909,NK-AP-PDF-3425,64.91069434679402,0.6306172819184921,2,EMEA,10788.758585039437,4512.073794638909,75201.22991064849,27,3.691382476658885,2026-03-14
SB Dunk Low Pro,North America DC - 01,43471.28688212492,47818.41557033742,6520.693032318738,NK-SB-DLP-5033,83.65158568225914,0.9744798222801916,3,North America,14249.750798187215,6520.693032318738,108678.2172053123,14,2.494471030919403,2026-03-11
Pro Dri-FIT Tight,Greater China DC - 03,45578.37087567337,50136.20796324071,6836.755631351005,NK-AP-PDF-8088,83.42926407162003,2.9735129055605265,3,Greater China,16257.591994305138,6836.755631351005,113945.92718918342,26,3.759121218288371,2026-03-19
React Phantom Run 3,EMEA DC - 03,27307.264623391155,30037.99108573027,4096.089693508673,NK-RT-3-4365,86.75124472221185,3.3789444731177456,2,EMEA,8069.864608246581,4096.089693508673,68268.16155847789,30,4.281954897107944,2026-03-18
Storm-FIT Jacket,APLA DC - 01,7348.858963544825,8083.744859899309,1102.3288445317237,NK-AP-SFJ-4490,67.79773388746038,1.8988302884223804,1,APLA,1964.5956428389973,1102.3288445317237,18372.147408862063,44,1.6730807837522916,2026-03-16
Element Crew Top,APLA DC - 02,36609.49367544951,40270.44304299446,5491.424051317425,NK-AP-ECT-2123,83.4760684516711,2.3081511808036814,3,APLA,13501.161950411444,5491.424051317425,91523.73418862377,28,3.266149067051493,2026-03-12
React Phantom Run 3,North America DC - 03,43619.315812556684,47981.24739381236,6542.897371883502,NK-RT-3-2274,77.42057132740766,2.263960916956454,3,North America,13862.684989885322,6542.897371883502,109048.28953139171,21,2.436713611438362,2026-03-15
Tech Fleece Joggers M,APLA DC - 03,27584.165179508156,30342.581697458972,4137.624776926224,NK-AP-TJ-8026,87.12600506286118,2.076553239997567,2,APLA,9220.585005233968,4137.624776926224,68960.41294877039,55,2.8243084043256617,2026-03-12
Air Max 90,North America DC - 03,37829.969341652606,41612.96627581787,5674.495401247891,NK-AM-90-8199,80.52901656779343,2.4154660335928178,2,North America,7687.40589575084,5674.495401247891,94574.92335413152,11,3.3630036739716895,2026-03-17
Sportswear Icon Clash,Greater China DC - 01,15322.223348250947,16854.445683076043,2298.333502237642,NK-AP-IC-3742,76.0831543087343,3.187557776650492,2,Greater China,3125.1303695438774,2298.333502237642,38305.55837062737,60,2.777358324411618,2026-03-10
Air Zoom Pegasus 40,Greater China DC - 03,27127.154201723588,29839.86962189595,4069.073130258538,NK-ZP-40-7239,64.21121604029673,2.3207589229904597,1,Greater China,6521.400254808107,4069.073130258538,67817.88550430897,23,2.633768589416961,2026-03-14
Air Zoom Pegasus 40,APLA DC - 01,8793.27446266291,9672.601908929202,1318.9911693994366,NK-ZP-40-4305,83.54584088248839,4.333638086027577,3,APLA,3196.142999053553,1318.9911693994366,21983.186156657277,37,3.405426157124896,2026-03-16
Pro Dri-FIT Tight,Greater China DC - 02,11671.932042332912,12839.125246566204,1750.7898063499367,NK-AP-PDF-1284,72.36885962573288,4.981174087440745,3,Greater China,4563.389140085947,1750.7898063499367,29179.83010583228,57,2.5932194751924897,2026-03-14
Tech Fleece Joggers M,North America DC - 03,2837.6558176079952,3121.421399368795,425.6483726411993,NK-AP-TJ-2030,70.5276876235685,4.188558776934595,1,North America,1105.4806075136958,425.6483726411993,7094.1395440199885,49,1.8919758899467185,2026-03-12
Pro Dri-FIT Tight,APLA DC - 01,43875.86222175414,48263.44844392956,6581.379333263121,NK-AP-PDF-1609,88.46144516730647,2.3220747046810892,3,APLA,14206.627114383731,6581.379333263121,109689.65555438536,45,1.9264150515051832,2026-03-12
Dri-FIT Running Shirt W,North America DC - 01,49750.699802828836,54725.769783111726,7462.604970424325,NK-RA-RW-1825,80.610107782937,0.9291468696089669,2,North America,17074.21310218518,7462.604970424325,124376.74950707209,21,2.5020944263998457,2026-03-18
Pro Dri-FIT Tight,APLA DC - 02,26416.880194650537,29058.568214115592,3962.5320291975804,NK-AP-PDF-9504,86.01273388138226,2.447352207947701,2,APLA,8353.318460425106,3962.5320291975804,66042.20048662635,15,3.892659451466146,2026-03-16
Air Max 270,APLA DC - 03,11425.478980395388,12568.026878434928,1713.821847059308,NK-AM-270-4595,82.00805431724153,1.389834989876673,2,APLA,3917.8806494826886,1713.821847059308,28563.69745098847,28,4.157900396598004,2026-03-14
Air Max 270,EMEA DC - 02,6361.363159441861,6997.499475386048,954.2044739162791,NK-AM-270-1593,84.23755993794744,4.372294509043706,1,EMEA,2342.1013422246506,954.2044739162791,15903.407898604653,14,3.0111391910818557,2026-03-12
SB Dunk Low Pro,EMEA DC - 02,6714.439746822874,7385.883721505163,1007.1659620234311,NK-SB-DLP-1771,81.93623816222923,2.4542316575971053,1,EMEA,2446.4929507568836,1007.1659620234311,16786.099367057184,27,2.891324672531014,2026-03-10
Invincible 3,APLA DC - 03,12264.572137848636,13491.0293516335,1839.6858206772954,NK-IV-3-6768,62.49520614904428,3.9296599427203187,2,APLA,3958.519513117975,1839.6858206772954,30661.43034462159,25,3.3705563939795877,2026-03-10
Air Max Plus,EMEA DC - 01,17940.41017683925,19734.451194523175,2691.0615265258875,NK-AM-PLS-5507,78.94693700743422,4.27863519652437,1,EMEA,4285.996600292999,2691.0615265258875,44851.02544209812,47,4.270854955145928,2026-03-16
Blazer Mid '77,APLA DC - 02,8013.539254779227,8814.89318025715,1202.030888216884,NK-BZ-77-7105,66.0861489842146,2.384781877988331,2,APLA,2867.8036489523224,1202.030888216884,20033.84813694807,50,3.2006206215184623,2026-03-15
Court Vision Low,EMEA DC - 02,38135.64706091057,41949.21176700163,5720.347059136585,NK-CV-L-8330,80.83043858920516,3.215458790705999,3,EMEA,8041.660603615169,5720.347059136585,95339.11765227641,35,1.7584244174899462,2026-03-18
KD16,APLA DC - 02,6392.957918379324,7032.253710217257,958.9436877568985,NK-BK-KD16-1627,70.83633836769715,3.920177825652739,1,APLA,874.9882651861708,958.9436877568985,15982.39479594831,19,4.143359870006443,2026-03-19
Air Zoom Pegasus 40,APLA DC - 01,2483.8091416831257,2732.1900558514385,372.57137125246885,NK-ZP-40-5638,65.96513656746522,3.7797859856405602,1,APLA,833.5892041350758,372.57137125246885,6209.522854207815,33,1.7096493594547084,2026-03-15
Tech Fleece Joggers M,Greater China DC - 01,42097.6170208332,46307.37872291652,6314.64255312498,NK-AP-TJ-9963,77.31933576097364,0.5741488575769096,2,Greater China,14892.963875929072,6314.64255312498,105244.04255208299,40,1.6645218593261761,2026-03-16
Element Crew Top,APLA DC - 03,7627.72729719413,8390.500026913543,1144.1590945791195,NK-AP-ECT-5104,64.80729758222886,1.0600240099266125,1,APLA,1410.790183653796,1144.1590945791195,19069.318242985326,37,3.5899053682102258,2026-03-18
Sportswear Icon Clash,EMEA DC - 03,38590.3781133034,42449.415924633744,5788.556716995509,NK-AP-IC-8338,65.90694480264966,3.557581882450236,2,EMEA,6331.448796270305,5788.556716995509,96475.9452832585,31,2.0352850038987738,2026-03-10
Air Max Plus,EMEA DC - 03,32242.991112428313,35467.290223671145,4836.448666864247,NK-AM-PLS-5134,77.80030088821044,1.6391383542888365,2,EMEA,5455.726804467589,4836.448666864247,80607.47778107079,51,2.8757670853052857,2026-03-19
Tech Fleece Joggers M,APLA DC - 02,27796.187612785765,30575.806374064345,4169.428141917864,NK-AP-TJ-6055,80.9043076103419,4.546576404029502,1,APLA,3439.266840854742,4169.428141917864,69490.46903196441,38,3.162491482026122,2026-03-15
Pro Dri-FIT Tight,APLA DC - 02,16478.212516695647,18126.033768365214,2471.731877504347,NK-AP-PDF-9172,74.51885954125976,2.293271357948994,3,APLA,4263.086673959594,2471.731877504347,41195.53129173911,48,1.9888356594514105,2026-03-19
React Phantom Run 3,North America DC - 03,7721.668277315889,8493.83510504748,1158.2502415973834,NK-RT-3-8355,71.30469026091387,2.1228618161687725,2,North America,2044.542661025242,1158.2502415973834,19304.17069328972,25,2.0315501687245643,2026-03-17
Air Max 270,North America DC - 02,40049.56726206684,44054.523988273526,6007.435089310026,NK-AM-270-8308,73.7577326065392,1.0357835534730455,1,North America,6813.350839779069,6007.435089310026,100123.9181551671,28,1.6332839712084541,2026-03-16
Pro Dri-FIT Tight,North America DC - 01,12079.88101001044,13287.869111011485,1811.982151501566,NK-AP-PDF-7826,74.77398301314449,2.457722092782906,2,North America,1898.0192337861413,1811.982151501566,30199.7025250261,57,3.0170267703658635,2026-03-11
Blazer Mid '77,EMEA DC - 01,40396.501106581185,44436.151217239305,6059.475165987177,NK-BZ-77-7695,78.42913761288939,4.716215812952787,3,EMEA,10043.767106363615,6059.475165987177,100991.25276645296,58,2.45129738937952,2026-03-19
Air Max 270,North America DC - 03,44875.43743226272,49362.981175488996,6731.315614839407,NK-AM-270-2716,76.08248335214932,3.7485720779879657,3,North America,9956.841510472488,6731.315614839407,112188.5935806568,18,3.8042348628132707,2026-03-11
Court Vision Low,APLA DC - 01,36761.330728236244,40437.46380105987,5514.199609235437,NK-CV-L-5615,62.97509543902528,2.2377766848581278,2,APLA,10617.052618478105,5514.199609235437,91903.3268205906,40,3.970709213957153,2026-03-13
KD16,Greater China DC - 03,23316.38080902381,25648.018889926192,3497.4571213535714,NK-BK-KD16-5279,66.75798897372478,2.9522834789091097,3,Greater China,6600.048866740276,3497.4571213535714,58290.95202255952,27,3.246097982674094,2026-03-15
React Phantom Run 3,Greater China DC - 02,18506.045660707594,20356.650226778354,2775.906849106139,NK-RT-3-2223,81.95977496287554,2.8108269423149417,3,Greater China,6988.3502892475335,2775.906849106139,46265.11415176898,15,3.698493328694703,2026-03-17
Storm-FIT Jacket,North America DC - 02,38576.46748489537,42434.11423338491,5786.470122734306,NK-AP-SFJ-7157,64.0403266430825,0.8203882037379291,3,North America,5502.276886715519,5786.470122734306,96441.16871223843,35,3.6012717970463726,2026-03-14
Air Zoom Pegasus 40,North America DC - 03,34473.224573771906,37920.5470311491,5170.983686065786,NK-ZP-40-7185,61.493856885359314,1.0878141964335994,2,North America,5418.443604248744,5170.983686065786,86183.06143442976,60,1.5260164526376099,2026-03-16
Element Crew Top,North America DC - 03,43625.439058864955,47987.982964751456,6543.815858829743,NK-AP-ECT-9767,64.11263717043383,0.7167736111865595,2,North America,5226.1380763053585,6543.815858829743,109063.59764716239,31,1.6699882396025627,2026-03-12
KD16,North America DC - 01,16696.195685209612,18365.815253730576,2504.4293527814416,NK-BK-KD16-5207,75.30120350331171,4.239103833535795,2,North America,3396.9850714331005,2504.4293527814416,41740.48921302403,46,1.9123072677257587,2026-03-11
Pro Dri-FIT Tight,Greater China DC - 02,33110.03652308076,36421.040175388836,4966.505478462113,NK-AP-PDF-8783,68.63142916348578,1.6844382461042162,1,Greater China,4542.772784426581,4966.505478462113,82775.09130770189,30,4.295402179746308,2026-03-15
Yoga Luxe Leggings,APLA DC - 02,24707.83329314171,27178.616622455884,3706.1749939712563,NK-AP-YLL-2175,60.9318185045374,0.663648729032189,1,APLA,7977.444328459923,3706.1749939712563,61769.583232854275,14,4.1976998990712655,2026-03-11
KD16,EMEA DC - 03,19823.788432852936,21806.167276138232,2973.56826492794,NK-BK-KD16-4199,60.92566984441387,3.8824823359232035,1,EMEA,4096.875681435117,2973.56826492794,49559.47108213234,18,2.187393027326149,2026-03-12
Dri-FIT Running Shirt M,Greater China DC - 02,33618.90227991607,36980.792507907674,5042.83534198741,NK-RA-RM-1611,83.02401987033181,1.7079557728247141,1,Greater China,10361.784759965942,5042.83534198741,84047.25569979017,16,2.5032176483838455,2026-03-16
Air Max 270,North America DC - 01,37527.00297339756,41279.70327073732,5629.050446009634,NK-AM-270-4402,73.94171179067386,1.175735788194519,3,North America,8458.345526206549,5629.050446009634,93817.5074334939,60,2.7557565622269355,2026-03-16
Element Crew Top,APLA DC - 01,44673.21093353978,49140.532026893765,6700.981640030967,NK-AP-ECT-5237,61.46517983685735,3.879712855653398,3,APLA,15363.083302510857,6700.981640030967,111683.02733384946,35,1.9769421041098303,2026-03-17
Storm-FIT Jacket,EMEA DC - 02,29371.71126374805,32308.882390122857,4405.756689562208,NK-AP-SFJ-9312,88.67165434999094,3.1609365789432475,3,EMEA,9058.287691014822,4405.756689562208,73429.27815937012,25,2.9017129633445933,2026-03-17
Blazer Mid '77,EMEA DC - 03,43903.29628816871,48293.62591698559,6585.494443225307,NK-BZ-77-2684,69.70796362353917,2.1759073054939466,3,EMEA,6151.038144099798,6585.494443225307,109758.24072042177,28,2.7049168764593814,2026-03-17
Ja 1,Greater China DC - 02,14595.419468484439,16054.961415332884,2189.312920272666,NK-BK-JA1-1780,66.45389265649949,3.5410587258124133,2,Greater China,5610.852496431468,2189.312920272666,36488.548671211094,36,3.0635416610944906,2026-03-12
SB Dunk Low Pro,Greater China DC - 01,36224.86995346992,39847.356948816916,5433.730493020487,NK-SB-DLP-4046,82.07047376869411,1.247388205673861,2,Greater China,13023.633335332746,5433.730493020487,90562.1748836748,10,2.9639839760719706,2026-03-12
Storm-FIT Jacket,Greater China DC - 02,15125.092325377696,16637.601557915466,2268.7638488066546,NK-AP-SFJ-6270,69.06100144122169,0.8521902239416179,1,Greater China,2522.745763681255,2268.7638488066546,37812.73081344424,23,1.6728643630544284,2026-03-12
Element Crew Top,Greater China DC - 03,47432.47255861114,52175.71981447226,7114.87088379167,NK-AP-ECT-9516,63.47630593249611,2.351904859473283,2,Greater China,9860.588560605092,7114.87088379167,118581.18139652784,53,2.2981849534182532,2026-03-10
Blazer Mid '77,North America DC - 02,14621.099844248465,16083.209828673313,2193.16497663727,NK-BZ-77-5735,62.5389847698086,0.6608377357452548,1,North America,2327.734289794901,2193.16497663727,36552.74961062116,34,3.8770257497832414,2026-03-19
Pro Dri-FIT Tight,APLA DC - 02,4210.506634614781,4631.55729807626,631.5759951922172,NK-AP-PDF-5655,70.65056776237563,1.494784699628044,1,APLA,700.7346641665129,631.5759951922172,10526.266586536953,52,3.6080626727459886,2026-03-11
Element Crew Top,Greater China DC - 03,47504.4619717556,52254.908168931164,7125.6692957633395,NK-AP-ECT-2558,77.48116347888745,4.516208026813383,2,Greater China,17143.379110476853,7125.6692957633395,118761.154929389,58,4.156661636074238,2026-03-10
Sportswear Icon Clash,Greater China DC - 02,11614.243912141212,12775.668303355335,1742.1365868211817,NK-AP-IC-1634,68.65495138086914,0.5612183695347586,1,Greater China,2946.6194142786258,1742.1365868211817,29035.60978035303,16,4.398048024536227,2026-03-14
Pro Dri-FIT Tight,North America DC - 01,48578.17392270653,53435.99131497719,7286.72608840598,NK-AP-PDF-8088,73.948930664303,1.0377534759274805,1,North America,14821.848277675634,7286.72608840598,121445.43480676634,14,4.103525621526811,2026-03-18
Storm-FIT Jacket,North America DC - 01,13774.351897936665,15151.787087730334,2066.1527846904996,NK-AP-SFJ-9870,68.63725748877661,3.6209971743334686,3,North America,5060.986180958589,2066.1527846904996,34435.879744841666,46,4.025566283453966,2026-03-13
Element Crew Top,Greater China DC - 03,40652.35316664938,44717.58848331432,6097.852974997407,NK-AP-ECT-6754,65.50735544503353,1.0585965275488753,1,Greater China,12253.550701865777,6097.852974997407,101630.88291662345,47,3.93291351587665,2026-03-18
Dri-FIT Running Shirt M,APLA DC - 01,21620.63487742507,23782.698365167576,3243.0952316137605,NK-RA-RM-4966,79.075253961245,4.773450486657796,3,APLA,3699.588082413569,3243.0952316137605,54051.58719356267,60,3.958126871046929,2026-03-17
Air Max 90,APLA DC - 02,40880.60766073301,44968.66842680632,6132.091149109951,NK-AM-90-1623,78.45350127913008,1.827583915446801,3,APLA,15437.503420434055,6132.091149109951,102201.51915183253,59,3.1542930307144554,2026-03-12
Tech Fleece Joggers M,North America DC - 01,5750.0698430807115,6325.076827388783,862.5104764621067,NK-AP-TJ-6649,74.7548114631824,3.2397755154408774,2,North America,1328.2535676584223,862.5104764621067,14375.174607701778,28,2.4732098546101824,2026-03-11
Element Crew Top,Greater China DC - 02,9125.438987035086,10037.982885738595,1368.815848055263,NK-AP-ECT-7186,88.12813484246935,3.861827124646692,3,Greater China,2249.0383083785377,1368.815848055263,22813.597467587715,17,3.344238841619674,2026-03-17
Yoga Luxe Leggings,North America DC - 01,33674.796150190654,37042.27576520972,5051.2194225285975,NK-AP-YLL-4537,86.08246982930439,4.4113175262627164,1,North America,4924.7376101457885,5051.2194225285975,84186.99037547663,42,1.6877730368204835,2026-03-17
Tech Fleece Joggers M,APLA DC - 03,5953.935671003022,6549.329238103325,893.0903506504534,NK-AP-TJ-9681,82.84324465124736,1.0939851523877944,1,APLA,1146.309036983172,893.0903506504534,14884.839177507556,49,1.9514189599379819,2026-03-10
KD16,APLA DC - 03,25611.102753570445,28172.213028927494,3841.6654130355664,NK-BK-KD16-5211,71.10064106035531,1.4289839304099188,1,APLA,4494.393700025159,3841.6654130355664,64027.756883926115,18,2.0862716804736205,2026-03-10
