Activity3.[Activity3],Demand Type.[Demand Type],Supplier.[Supplier Location],Version.[Version Name],Activity1.[Activity1],Activity2.[Activity2],Documents.[OrderlineID],Location.[Location],Time.[Week],Item.[Item],W Procurement Forecast Due to Forecast,W Procurement Forecast Due to Orders,W Procurement Forecast Intermediate with Demand Type Input To R,W Procurement Forecast With Demand Type,W Procurement Forecast With Demand Type within Lead Time
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-68082,Greater China,2026-W14,NK-AM-270-4402,5910.175942008943,2532.9325465752613,8443.108488584205,8443.108488584205,4221.554244292102
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-99878,Greater China,2026-W14,NK-BK-JA1-6996,4648.592562813318,1992.2539554914222,6640.846518304741,6640.846518304741,3320.4232591523705
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-68570,Greater China,2026-W14,NK-AP-SFJ-9698,2064.1432321144302,884.6328137633272,2948.7760458777575,2948.7760458777575,1474.3880229388787
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-18201,EMEA,2026-W14,NK-AM-90-8043,6142.014774842402,2632.2920463610294,8774.306821203432,8774.306821203432,4387.153410601716
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-25593,EMEA,2026-W14,NK-BZ-77-8616,6485.935316816011,2779.686564349719,9265.62188116573,9265.62188116573,4632.810940582865
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-64440,North America,2026-W14,NK-BK-L21-9219,2064.7401162795504,884.8886212626645,2949.6287375422153,2949.6287375422153,1474.8143687711076
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-59189,APLA,2026-W14,NK-AP-SFJ-7541,5316.162781178149,2278.355477647778,7594.518258825928,7594.518258825928,3797.259129412964
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-22213,North America,2026-W14,NK-AP-TJ-9328,2484.4138158093515,1064.7487782040077,3549.1625940133595,3549.1625940133595,1774.5812970066797
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-94360,Greater China,2026-W14,NK-AP-PDF-7934,6505.2828134421725,2787.978348618074,9293.261162060247,9293.261162060247,4646.630581030124
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-54748,EMEA,2026-W14,NK-BK-JA1-1285,4096.519462805415,1755.651198345178,5852.170661150593,5852.170661150593,2926.0853305752967
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-88326,Greater China,2026-W14,NK-AM-270-9732,2916.5441037839755,1249.9474730502752,4166.491576834251,4166.491576834251,2083.2457884171254
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-80182,EMEA,2026-W14,NK-RT-3-2223,855.3250187548599,366.5678651806542,1221.8928839355142,1221.8928839355142,610.9464419677571
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-74092,North America,2026-W14,NK-RA-RW-1847,2055.622613236457,880.9811199584815,2936.6037331949383,2936.6037331949383,1468.3018665974691
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-37248,APLA,2026-W14,NK-BK-JA1-9115,5728.89927408851,2455.2425460379327,8184.141820126443,8184.141820126443,4092.0709100632216
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-12756,North America,2026-W14,NK-AM-90-6925,3132.765701683485,1342.613872150065,4475.37957383355,4475.37957383355,2237.689786916775
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-37077,APLA,2026-W14,NK-BZ-77-2604,3446.568865565262,1477.1009423851124,4923.669807950375,4923.669807950375,2461.8349039751874
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-88676,Greater China,2026-W14,NK-JD-SL3-6630,3918.4320856420886,1679.3280367037523,5597.760122345841,5597.760122345841,2798.8800611729207
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-22776,North America,2026-W14,NK-RA-RM-6656,3438.7644625022253,1473.7561982152395,4912.520660717465,4912.520660717465,2456.2603303587325
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-92406,North America,2026-W14,NK-AM-90-5163,5266.3939964919955,2257.0259984965696,7523.419994988565,7523.419994988565,3761.7099974942826
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-20667,Greater China,2026-W14,NK-IV-3-2556,1893.2980850910476,811.4134650390205,2704.711550130068,2704.711550130068,1352.355775065034
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-15757,APLA,2026-W14,NK-AP-IC-4698,6079.9020312836965,2605.6722991215843,8685.574330405281,8685.574330405281,4342.787165202641
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-43363,APLA,2026-W14,NK-AP-PDF-6795,4375.694652826786,1875.297708354337,6250.992361181124,6250.992361181124,3125.496180590562
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-56389,North America,2026-W14,NK-BK-L21-6642,1183.2147203290353,507.09202299815803,1690.3067433271935,1690.3067433271935,845.1533716635968
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-40962,Greater China,2026-W14,NK-AP-SFJ-8598,2778.398116587121,1190.742049965909,3969.14016655303,3969.14016655303,1984.570083276515
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-30501,North America,2026-W14,NK-BK-KD16-4343,5800.504118371623,2485.930336444981,8286.434454816605,8286.434454816605,4143.217227408302
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-93347,EMEA,2026-W14,NK-AM-270-1062,6075.730151283204,2603.8843505499444,8679.614501833148,8679.614501833148,4339.807250916574
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-28404,North America,2026-W14,NK-BK-JA1-9641,5199.812782666439,2228.491192571331,7428.30397523777,7428.30397523777,3714.151987618885
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-42748,Greater China,2026-W14,NK-AM-PLS-2578,5647.196664778803,2420.2271420480583,8067.423806826861,8067.423806826861,4033.7119034134307
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-95288,Greater China,2026-W14,NK-IV-3-3047,4981.983678583253,2135.1358622499656,7117.11954083322,7117.11954083322,3558.55977041661
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-45927,North America,2026-W14,NK-AP-ACG-5414,5013.744633941604,2148.7477002606875,7162.492334202291,7162.492334202291,3581.2461671011456
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-80881,North America,2026-W14,NK-MT-9-6455,4744.001170966842,2033.1433589857895,6777.144529952632,6777.144529952632,3388.572264976316
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-56488,Greater China,2026-W14,NK-BK-KD16-4199,3964.9088313976895,1699.2466420275814,5664.155473425271,5664.155473425271,2832.0777367126357
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-72117,EMEA,2026-W14,NK-AM-PLS-2059,6382.805182550951,2735.487935378979,9118.29311792993,9118.29311792993,4559.146558964965
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-97874,Greater China,2026-W14,NK-AP-YLL-2318,3592.099952370784,1539.4714081589077,5131.571360529692,5131.571360529692,2565.785680264846
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-93188,APLA,2026-W14,NK-AP-IC-2914,3674.036497494665,1574.5870703548567,5248.623567849522,5248.623567849522,2624.311783924761
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-50466,APLA,2026-W14,NK-AM-270-4614,1313.7170739651162,563.021603127907,1876.7386770930234,1876.7386770930234,938.3693385465117
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-15089,North America,2026-W14,NK-AP-TJ-2988,1984.0554212970449,850.309466270162,2834.364887567207,2834.364887567207,1417.1824437836035
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-73656,Greater China,2026-W14,NK-BK-L21-3372,4686.8407162645,2008.6460212562142,6695.486737520714,6695.486737520714,3347.743368760357
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-67368,APLA,2026-W14,NK-AP-ACG-4059,1787.9112014641269,766.2476577703401,2554.158859234467,2554.158859234467,1277.0794296172335
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-56712,Greater China,2026-W14,NK-MT-9-3812,6078.297819888583,2604.98477995225,8683.282599840833,8683.282599840833,4341.641299920417
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-67019,EMEA,2026-W14,NK-AP-IC-1561,4526.122849160049,1939.7669353543065,6465.889784514356,6465.889784514356,3232.944892257178
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-21977,EMEA,2026-W14,NK-AP-YLL-9276,4038.944566183936,1730.9762426502584,5769.920808834195,5769.920808834195,2884.9604044170974
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-82730,Greater China,2026-W14,NK-AP-ACG-4227,4214.073631589535,1806.0315563955148,6020.105187985049,6020.105187985049,3010.0525939925246
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-29188,EMEA,2026-W14,NK-AP-YLL-4537,2458.057228689065,1053.4530980095994,3511.510326698665,3511.510326698665,1755.7551633493324
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-79861,EMEA,2026-W14,NK-AP-YLL-5951,5940.137726554694,2545.7733113805834,8485.911037935279,8485.911037935279,4242.955518967639
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-83194,EMEA,2026-W14,NK-AP-SFJ-6199,5512.505183843033,2362.502221647014,7875.007405490047,7875.007405490047,3937.5037027450235
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-42232,North America,2026-W14,NK-AP-IC-1027,2508.146830569355,1074.9200702440094,3583.0669008133646,3583.0669008133646,1791.5334504066823
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-61745,APLA,2026-W14,NK-AP-IC-4692,4594.278975209113,1968.9767036610485,6563.255678870162,6563.255678870162,3281.627839435081
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-76795,Greater China,2026-W14,NK-CV-L-1060,3172.7499961414874,1359.7499983463517,4532.499994487839,4532.499994487839,2266.2499972439196
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-25130,EMEA,2026-W14,NK-AP-ECT-6842,4713.202894232766,2019.9440975283283,6733.146991761095,6733.146991761095,3366.5734958805474
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-60850,EMEA,2026-W14,NK-AM-270-4947,6080.479886247506,2605.9199512489313,8686.399837496438,8686.399837496438,4343.199918748219
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-26346,EMEA,2026-W14,NK-AP-YLL-4934,3704.0265317945123,1587.4399421976482,5291.466473992161,5291.466473992161,2645.7332369960804
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-35736,APLA,2026-W14,NK-AP-ECT-2304,6095.529141755255,2612.369632180824,8707.89877393608,8707.89877393608,4353.94938696804
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-13730,APLA,2026-W14,NK-BK-KD16-9413,5509.4128988127195,2361.1769566340226,7870.589855446742,7870.589855446742,3935.294927723371
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-87138,EMEA,2026-W14,NK-RA-RM-6835,4111.281213511117,1761.977662933336,5873.258876444454,5873.258876444454,2936.629438222227
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-80399,North America,2026-W14,NK-AM-90-8311,4873.838759942385,2088.788039975308,6962.6267999176935,6962.6267999176935,3481.3133999588467
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-28373,EMEA,2026-W14,NK-AP-ACG-4370,5461.7346373701575,2340.743416015782,7802.47805338594,7802.47805338594,3901.23902669297
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-57842,EMEA,2026-W14,NK-AP-PDF-4578,3463.1079743855485,1484.1891318795208,4947.2971062650695,4947.2971062650695,2473.6485531325347
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-55149,North America,2026-W14,NK-AP-YLL-3315,5083.085651316734,2178.465279135743,7261.550930452478,7261.550930452478,3630.775465226239
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-69913,APLA,2026-W14,NK-AP-SFJ-5427,6272.980526169349,2688.4202255011496,8961.400751670499,8961.400751670499,4480.700375835249
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-36801,EMEA,2026-W14,NK-AP-IC-8242,4204.806422649471,1802.0598954212016,6006.866318070673,6006.866318070673,3003.4331590353363
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-74776,Greater China,2026-W14,NK-AM-270-4402,3928.409166744772,1683.6039286049024,5612.013095349675,5612.013095349675,2806.0065476748373
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-33261,APLA,2026-W14,NK-VF-3-7599,1803.4967724668775,772.9271882000904,2576.423960666968,2576.423960666968,1288.211980333484
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-26669,North America,2026-W14,NK-SB-DLP-6839,2782.0921345858806,1192.325200536806,3974.417335122687,3974.417335122687,1987.2086675613434
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-10027,APLA,2026-W14,NK-AP-SFJ-7541,4251.666956348436,1822.1429812921867,6073.809937640623,6073.809937640623,3036.9049688203113
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-55430,North America,2026-W14,NK-RA-RW-7364,3864.9122884888193,1656.3909807809227,5521.3032692697425,5521.3032692697425,2760.6516346348712
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-18224,North America,2026-W14,NK-IV-3-9198,2468.885173928922,1058.093645969538,3526.9788198984606,3526.9788198984606,1763.4894099492303
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-11014,APLA,2026-W14,NK-AM-90-7963,2508.42554370794,1075.0395187319743,3583.4650624399146,3583.4650624399146,1791.7325312199573
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-49182,North America,2026-W14,NK-AM-90-1082,6475.332149758199,2775.142349896371,9250.47449965457,9250.47449965457,4625.237249827285
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-43650,EMEA,2026-W14,NK-AP-PDF-8472,1751.8966931663508,750.8128684998646,2502.7095616662154,2502.7095616662154,1251.3547808331077
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-34047,APLA,2026-W14,NK-AP-IC-3688,3244.188767822452,1390.3666147810509,4634.555382603503,4634.555382603503,2317.2776913017515
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-26009,North America,2026-W14,NK-RT-3-4701,5937.990868209202,2544.853229232515,8482.844097441717,8482.844097441717,4241.422048720859
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-48526,Greater China,2026-W14,NK-CV-L-2442,6867.262142342455,2943.112346718195,9810.37448906065,9810.37448906065,4905.187244530325
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-90214,APLA,2026-W14,NK-BK-JA1-5279,5308.4251319065415,2275.0393422456605,7583.4644741522025,7583.4644741522025,3791.7322370761012
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-36347,EMEA,2026-W14,NK-JD-SL3-4034,2490.2753361477044,1067.2608583490162,3557.536194496721,3557.536194496721,1778.7680972483604
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-91787,Greater China,2026-W14,NK-JD-SL3-9672,4199.476951317483,1799.7758362789216,5999.252787596405,5999.252787596405,2999.6263937982026
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-13442,North America,2026-W14,NK-RA-RW-8163,2276.499773714654,975.6427601634232,3252.1425338780773,3252.1425338780773,1626.0712669390387
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-60337,Greater China,2026-W14,NK-RA-RM-2351,962.0187051066798,412.29373076000564,1374.3124358666855,1374.3124358666855,687.1562179333428
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-50901,Greater China,2026-W14,NK-AP-YLL-3854,6523.980516584473,2795.991649964774,9319.972166549247,9319.972166549247,4659.9860832746235
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-60766,North America,2026-W14,NK-AP-SFJ-7363,6436.21675452277,2758.3786090811873,9194.595363603958,9194.595363603958,4597.297681801979
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-80292,APLA,2026-W14,NK-RA-RW-7991,6203.711187588853,2658.7333661095086,8862.444553698362,8862.444553698362,4431.222276849181
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-71317,APLA,2026-W14,NK-SB-DLP-1995,2792.6904600725875,1196.8673400311088,3989.5578001036965,3989.5578001036965,1994.7789000518483
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-99720,EMEA,2026-W14,NK-AP-TJ-2814,5081.66915233661,2177.8582081442614,7259.527360480872,7259.527360480872,3629.763680240436
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-68675,APLA,2026-W14,NK-AP-YLL-7065,4152.521844253947,1779.6522189659772,5932.174063219924,5932.174063219924,2966.087031609962
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-10924,Greater China,2026-W14,NK-AP-ACG-1513,2170.410789018367,930.1760524364429,3100.58684145481,3100.58684145481,1550.293420727405
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-26305,North America,2026-W14,NK-AM-PLS-9136,6132.134712072147,2628.0577337452055,8760.192445817353,8760.192445817353,4380.096222908676
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-63034,APLA,2026-W14,NK-RA-RM-7443,3942.207652757904,1689.517565467673,5631.725218225577,5631.725218225577,2815.8626091127885
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-66972,North America,2026-W14,NK-BK-KD16-8441,6444.10486435962,2761.759227582694,9205.864091942314,9205.864091942314,4602.932045971157
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-11911,North America,2026-W14,NK-AP-ACG-9328,2148.6031827823294,920.8299354781412,3069.433118260471,3069.433118260471,1534.7165591302355
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-60822,APLA,2026-W14,NK-AP-TJ-8522,6342.958030990082,2718.410584710035,9061.368615700118,9061.368615700118,4530.684307850059
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-30755,North America,2026-W14,NK-RA-RM-1528,2126.8514222549525,911.5077523949797,3038.3591746499324,3038.3591746499324,1519.1795873249662
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-37997,Greater China,2026-W14,NK-AP-ACG-2924,4577.629949732633,1961.841407028271,6539.471356760904,6539.471356760904,3269.735678380452
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-75663,EMEA,2026-W14,NK-BZ-77-2684,4321.514208076315,1852.0775177469923,6173.591725823308,6173.591725823308,3086.795862911654
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-55102,North America,2026-W14,NK-AP-ECT-6928,2023.7879910980082,867.337710470575,2891.1257015685833,2891.1257015685833,1445.5628507842916
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-75450,APLA,2026-W14,NK-AP-TJ-5203,4598.236167782811,1970.6726433354906,6568.908811118303,6568.908811118303,3284.4544055591514
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-12217,EMEA,2026-W14,NK-BK-L21-2346,5365.519700743761,2299.5084431758974,7665.028143919659,7665.028143919659,3832.5140719598294
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-81594,APLA,2026-W14,NK-BK-JA1-3415,5471.297385962905,2344.841736841245,7816.13912280415,7816.13912280415,3908.069561402075
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-82080,EMEA,2026-W14,NK-RT-3-4365,5407.840145997255,2317.6457768559662,7725.485922853221,7725.485922853221,3862.7429614266107
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-30534,North America,2026-W14,NK-AM-270-9966,1753.2055837996747,751.373821628432,2504.579405428107,2504.579405428107,1252.2897027140534
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-76719,North America,2026-W14,NK-VF-3-8770,2287.1605663711493,980.2116713019211,3267.3722376730707,3267.3722376730707,1633.6861188365353
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-81293,North America,2026-W14,NK-BZ-77-9905,5567.490059287007,2386.0671682658603,7953.5572275528675,7953.5572275528675,3976.7786137764338
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-75576,Greater China,2026-W14,NK-BK-JA1-9641,4632.022858445813,1985.152653619634,6617.175512065447,6617.175512065447,3308.5877560327235
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-58940,North America,2026-W14,NK-JD-SL3-7474,6070.054635767203,2601.4519867573727,8671.506622524576,8671.506622524576,4335.753311262288
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-15575,Greater China,2026-W14,NK-MT-9-1922,4600.125543031869,1971.4823755850866,6571.607918616955,6571.607918616955,3285.8039593084777
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-42525,APLA,2026-W14,NK-SB-DLP-4046,6018.990761120857,2579.567469051796,8598.558230172654,8598.558230172654,4299.279115086327
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-17263,North America,2026-W14,NK-BZ-77-7823,2017.683206077643,864.7213740332755,2882.4045801109187,2882.4045801109187,1441.2022900554593
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-39881,North America,2026-W14,NK-BK-JA1-7760,2032.5056548270118,871.0738520687194,2903.5795068957314,2903.5795068957314,1451.7897534478657
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-11738,Greater China,2026-W14,NK-SB-DLP-9274,4135.410987589487,1772.3189946812088,5907.729982270696,5907.729982270696,2953.864991135348
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-89946,APLA,2026-W14,NK-BK-KD16-4128,5508.334642071722,2360.7148466021663,7869.049488673888,7869.049488673888,3934.524744336944
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-62993,North America,2026-W14,NK-AM-PLS-8734,5367.595423866149,2300.398038799778,7667.993462665927,7667.993462665927,3833.9967313329635
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-73252,North America,2026-W14,NK-AM-270-4614,2863.5449489540347,1227.233549551729,4090.7784985057638,4090.7784985057638,2045.3892492528819
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-56984,EMEA,2026-W14,NK-IV-3-2686,2882.3907443824073,1235.3103190210318,4117.70106340344,4117.70106340344,2058.85053170172
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-23474,North America,2026-W14,NK-RT-3-4365,5478.922050078598,2348.109450033685,7827.031500112283,7827.031500112283,3913.5157500561413
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-38003,Greater China,2026-W14,NK-RA-RW-1487,5898.187525730687,2527.7946538845804,8425.982179615268,8425.982179615268,4212.991089807634
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-41149,EMEA,2026-W14,NK-MT-9-8109,1360.628720368081,583.1265944434633,1943.7553148115444,1943.7553148115444,971.8776574057722
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-50098,North America,2026-W14,NK-AP-PDF-5946,4126.128127091737,1768.3406258964587,5894.468752988196,5894.468752988196,2947.234376494098
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-31597,North America,2026-W14,NK-AP-IC-1438,2203.3052872484996,944.2736945350713,3147.578981783571,3147.578981783571,1573.7894908917856
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-14845,APLA,2026-W14,NK-MT-9-2690,2221.0749881463225,951.8892806341383,3172.964268780461,3172.964268780461,1586.4821343902306
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-20560,EMEA,2026-W14,NK-RA-RM-6508,6599.137438722906,2828.201759452674,9427.339198175581,9427.339198175581,4713.669599087791
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-30499,EMEA,2026-W14,NK-AP-PDF-5100,1938.8792083792616,830.9482321625406,2769.8274405418024,2769.8274405418024,1384.9137202709012
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-86576,APLA,2026-W14,NK-IV-3-8926,5020.057605370245,2151.453259444391,7171.510864814636,7171.510864814636,3585.755432407318
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-11596,APLA,2026-W14,NK-AP-YLL-1026,6645.93429661739,2848.2575556931674,9494.191852310558,9494.191852310558,4747.095926155279
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-99064,Greater China,2026-W14,NK-AP-IC-8994,5261.006598114506,2254.7171134776454,7515.723711592152,7515.723711592152,3757.861855796076
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-10812,EMEA,2026-W14,NK-AP-IC-8242,2871.1556242717343,1230.495267545029,4101.650891816764,4101.650891816764,2050.825445908382
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-58699,EMEA,2026-W14,NK-RA-RW-5984,1651.2156390361015,707.6638453011864,2358.879484337288,2358.879484337288,1179.439742168644
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-10574,Greater China,2026-W14,NK-AP-SFJ-5427,4948.809719876903,2120.9184513758155,7069.728171252718,7069.728171252718,3534.864085626359
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-80204,North America,2026-W14,NK-AP-ECT-4787,6199.21827476456,2656.8078320419545,8856.026106806516,8856.026106806516,4428.013053403258
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-41705,EMEA,2026-W14,NK-BZ-77-4542,5615.719217586204,2406.7368075369445,8022.456025123149,8022.456025123149,4011.2280125615744
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-24300,North America,2026-W14,NK-RA-RW-4309,6560.031678858927,2811.442148082397,9371.473826941325,9371.473826941325,4685.736913470662
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-60808,Greater China,2026-W14,NK-JD-SL3-5657,3208.358464955182,1375.0107706950782,4583.369235650261,4583.369235650261,2291.6846178251303
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-31325,APLA,2026-W14,NK-ZP-40-2073,3380.9061971837573,1448.959798793039,4829.8659959767965,4829.8659959767965,2414.9329979883983
